,_id,count_with_activity
2608,Chappaqua,17
2609,Shelby,17
2610,Kingsport,17
2611,Absecon,17
2612,Bangor,17
2613,Mahtomedi,17
2614,Lockeford,17
2615,Salina,17
2616,Eureka,17
2617,Oakton,17
2618,Winder,17
2619,Schulenburg,17
2620,Evesham Township,17
2621,Banks,17
2622,Sanibel,17
2623,Collierville,17
2624,Opelika,17
2625,Indian Head,17
2626,Adkins,17
2627,Brooklawn,17
2628,Trophy Club,17
2629,Norwell,17
2630,Gillette,17
2631,Wilkesboro,17
2632,Lynnfield,17
2633,Sylvan Lake,16
2634,Alamo,16
2635,Godley,16
2636,Clatskanie,16
2637,Fort Walton Beach,16
2638,Ecorse,16
2639,Johnston,16
2640,Carlisle,16
2641,Anna Maria,16
2642,Greenlawn,16
2643,South Daytona,16
2644,Deale,16
2645,Mt Angel,16
2646,Ashwaubenon,16
2647,Fircrest,16
2648,Red Wing,16
2649,Oak Ridge North,16
2650,Aberdeen Township,16
2651,Grosse Pointe Farms,16
2652,Pacific,16
2653,Winters,16
2654,Lufkin,16
2655,Mascotte,16
2656,Richland,16
2657,Moraga,16
2658,Yeadon,16
2659,Grand Chute,16
2660,Swarthmore,16
2661,Wadesboro,16
2662,Normandy Park,16
2663,Tewksbury,16
2664,Otsego,16
2665,New Paltz,16
2666,Old Greenwich,16
2667,Running Springs,16
2668,Kinnelon,16
2669,Niwot,16
2670,Oley,16
2671,Boulder Creek,16
2672,Tega Cay,16
2673,Pipersville,16
2674,Emmaus,16
2675,Bartonville,16
2676,Greenwood,16
2677,Mt Ephraim,16
2678,Valley Cottage,16
2679,Jefferson,16
2680,Lake Barrington,16
2681,Port Huron,16
2682,McHenry,16
2683,Greenwood Lake,16
2684,Wilder,16
2685,Polk City,16
2686,Calverton,16
2687,South Lebanon,16
2688,Oakboro,16
2689,San Andreas,16
2690,Finleyville,16
2691,Lake Forest Park,16
2692,Redding,16
2693,Spicewood,16
2694,Carnation,16
2695,East Moriches,16
2696,Clairton,16
2697,Bechtelsville,16
2698,Christiana,16
2699,Taylor Mill,15
2700,Eagle Lake,15
2701,Village of Pelham,15
2702,St Simons,15
2703,Sauk Village,15
2704,Vernonia,15
2705,Owings,15
2706,East Windsor,15
2707,St Clair,15
2708,Pine Hill,15
2709,St Paul Park,15
2710,Amery,15
2711,Hartland,15
2712,Arbutus,15
2713,Belford,15
2714,Caddo Mills,15
2715,Mission,15
2716,Castle Hills,15
2717,Castle Pines,15
2718,Allendale,15
2719,Monmouth,15
2720,North Attleborough,15
2721,Fleming Island,15
2722,Hattiesburg,15
2723,Mt Lebanon,15
2724,Pipe Creek,15
2725,Gold Bar,15
2726,Mt Rainier,15
2727,Weehawken,15
2728,Maple Glen,15
2729,Bradenton Beach,15
2730,Edna,15
2731,Mendham,15
2732,Holtsville,15
2733,Stanfield,15
2734,Pawcatuck,15
2735,South Park Township,15
2736,Piermont,15
2737,South Bound Brook,15
2738,Moonachie,15
2739,West Springfield,15
2740,Essington,15
2741,Wadsworth,15
2742,Tabernacle,15
2743,Valhalla,15
2744,Lothian,15
2745,Stowe,15
2746,Oracle,15
2747,Lake Bluff,15
2748,Glencoe,15
2749,Krum,15
2750,Sutter Creek,15
2751,Dalton,15
2752,Silverthorne,15
2753,Mound,15
2754,Ajo,15
2755,East Greenwich,15
2756,Gibbstown,15
2757,Carefree,15
2758,Holmes Beach,15
2759,Lake Arrowhead,15
2760,Coconut Grove,15
2761,Penndel,15
2762,Riverton,15
2763,Youngwood,15
2764,Palmyra,15
2765,Blairsville,14
2766,Lake Ridge,14
2767,Oradell,14
2768,Lake Havasu City,14
2769,Netcong,14
2770,Colchester,14
2771,Villanova,14
2772,Sinking Spring,14
2773,Grosse Ile Township,14
2774,Elsmere,14
2775,Sand Springs,14
2776,Centerville,14
2777,Wallingford,14
2778,South Hackensack,14
2779,Milford Charter Twp,14
2780,Rockaway Park,14
2781,Edgewater Park,14
2782,Pemberton,14
2783,Anacortes,14
2784,Breckenridge Hills,14
2785,Grand Rapids,14
2786,Greenbrae,14
2787,Manteno,14
2788,Bonsall,14
2789,Asbury Park,14
2790,Anza,14
2791,Perrysburg,14
2792,Edenton,14
2793,Rye Brook,14
2794,Avondale Estates,14
2795,Championsgate,14
2796,Lehigh Acres,14
2797,Roseland,14
2798,Pequannock Township,14
2799,Glenn Dale,14
2800,Blauvelt,14
2801,Dunnellon,14
2802,Wake Forest,14
2803,Rock Hall,14
2804,Santa Barbara,14
2805,Wooster,14
2806,Zellwood,14
2807,Ortonville,14
2808,Duquesne,14
2809,Wrightwood,14
2810,Eastport,14
2811,Wantage,14
2812,Old Lyme,14
2813,Kenner,14
2814,Leonia,14
2815,Crafton,14
2816,Casper,14
2817,Ocean City,14
2818,Monessen,14
2819,Munhall,14
2820,Montgomery Village,14
2821,Park Forest,14
2822,Crystal City,14
2823,Willow Springs,14
2824,Delano,14
2825,North Bay Village,13
2826,Sea Bright,13
2827,Mt Arlington,13
2828,Blue Point,13
2829,West Los Angeles,13
2830,Neodesha,13
2831,Occoquan Historic District,13
2832,Upper St Clair,13
2833,Fair Haven,13
2834,Chesapeake Beach,13
2835,St Michaels,13
2836,Pawtucket,13
2837,Bisbee,13
2838,Caseyville,13
2839,Westworth Village,13
2840,East Earl,13
2841,Woodmere,13
2842,Plumsteadville,13
2843,Bath,13
2844,Fredonia,13
2845,Jenks,13
2846,Oakhurst,13
2847,Newington,13
2848,East Greenville,13
2849,Shavano Park,13
2850,Beaver Falls,13
2851,Woodbine,13
2852,Neptune City,13
2853,Mountainside,13
2854,Seven Fields,13
2855,Sparrows Point,13
2856,Bingham Farms,13
2857,Port Monmouth,13
2858,Orting,13
2859,The Dalles,13
2860,Clear Lake Shores,13
2861,Millvale,13
2862,Palacios,13
2863,Freehold Township,13
2864,Clarendon Hills,13
2865,Kenvil,13
2866,Meadows Place,13
2867,Swissvale,13
2868,Timonium,13
2869,Sedalia,13
2870,Kountze,13
2871,East Liverpool,13
2872,Airmont,13
2873,Long Valley,13
2874,Point Reyes Station,13
2875,Frontenac,13
2876,East Quogue,13
2877,Indio,13
2878,Posen,13
2879,Silsbee,13
2880,Eddystone,13
2881,Lake Panasoffkee,13
2882,Pembroke Park,13
2883,Jefferson Hills,13
2884,Madeira,13
2885,Newton Centre,13
2886,Wills Point,13
2887,Cramerton,13
2888,Vidor,13
2889,Black Diamond,13
2890,West View,13
2891,Ridge,12
2892,Kennewick,12
2893,Skippack,12
2894,Sebastian,12
2895,Pound Ridge,12
2896,Palmer,12
2897,Manahawkin,12
2898,Glen Oaks,12
2899,Glassport,12
2900,Mendocino,12
2901,Harriman,12
2902,Dupo,12
2903,Ludlow,12
2904,Tulalip,12
2905,Lakewood Township,12
2906,Lafayette Township,12
2907,River Rouge,12
2908,Tybee Island,12
2909,Elko,12
2910,Lavon,12
2911,Statesboro,12
2912,Morton,12
2913,Scituate,12
2914,Crystal Beach,12
2915,Carlton,12
2916,Baxter Springs,12
2917,Farragut,12
2918,Logan Township,12
2919,Gilroy,12
2920,Glastonbury,12
2921,Morro Bay,12
2922,Redington Shores,12
2923,Lampasas,12
2924,Lakebay,12
2925,Malaga,12
2926,Lakehills,12
2927,Frazer,12
2928,Carmel Hamlet,12
2929,Bowling Green,12
2930,Arizona City,12
2931,Cannon Beach,12
2932,Wayland,12
2933,Pahokee,12
2934,Palos Park,12
2935,Miramar Beach,12
2936,Springboro,12
2937,Bal Harbour,12
2938,Moore Haven,12
2939,Eighty Four,12
2940,Whitney,12
2941,McQueeney,12
2942,Atlantic Beach,12
2943,Vestavia Hills,12
2944,Sylvania,12
2945,Linwood,12
2946,Rockford,12
2947,La Quinta,12
2948,Nevada,12
2949,North Oaks,12
2950,Green Valley,12
2951,Urbana,12
2952,Mentone,12
2953,West Miami,12
2954,San Leon,12
2955,Pacheco,12
2956,Saxonburg,12
2957,Locust Valley,12
2958,Gurnee,12
2959,Poolesville,12
2960,Lovettsville,12
2961,Kalama,11
2962,Coupeville,11
2963,Big Bear,11
2964,Lamar,11
2965,Guerneville,11
2966,West Lawn,11
2967,South Kingstown,11
2968,Etna,11
2969,Catalina,11
2970,Lake Buena Vista,11
2971,Moorhead,11
2972,North Plains,11
2973,Elwood,11
2974,Eagle Rock,11
2975,Fort Hood,11
2976,Jamul,11
2977,Kingsland,11
2978,Curtis Bay,11
2979,Dothan,11
2980,St Clairsville,11
2981,Old Tappan,11
2982,Indiana,11
2983,Stonington,11
2984,Blanchester,11
2985,Jasper,11
2986,Connersville,11
2987,Bodega Bay,11
2988,Garnet Valley,11
2989,Plainsboro Township,11
2990,South Riding,11
2991,Shiner,11
2992,Falcon,11
2993,Jonestown,11
2994,Kodak,11
2995,Mohnton,11
2996,La Conner,11
2997,Tonopah,11
2998,Bannockburn,11
2999,Sea Cliff,11
3000,Nacogdoches,11
3001,Homeland,11
3002,Malakoff,11
3003,Tonawanda,11
3004,Hoodsport,11
3005,North Branch,11
3006,Chesapeake City,11
3007,Richwood,11
3008,Alta Loma,11
3009,Lackland AFB,11
3010,Stockdale,11
3011,Karnes City,11
3012,Pilesgrove,11
3013,Perryopolis,11
3014,North Beach,11
3015,Martinsville,11
3016,Landing,11
3017,Hightstown,11
3018,Provo,11
3019,Rumson,11
3020,Merrionette Park,11
3021,North Billerica,11
3022,Spring House,11
3023,Kiowa,11
3024,Hoover,11
3025,Prairie Village,11
3026,Rancho Santa Fe,11
3027,Bay Harbor Islands,11
3028,Tecumseh,11
3029,Amagansett,11
3030,Lovejoy,11
3031,Heath,11
3032,Nellis AFB,11
3033,Oak Hill,11
3034,Wildomar,11
3035,Arverne,11
3036,Mascoutah,11
3037,Senoia,11
3038,Glenarden,11
3039,Montague Township,11
3040,Dillon,10
3041,Keenesburg,10
3042,Rice,10
3043,Celina,10
3044,Stanford,10
3045,Landenberg,10
3046,Oreland,10
3047,Wainscott,10
3048,Amity,10
3049,Overgaard,10
3050,Hamel,10
3051,Newport Coast,10
3052,Carol City,10
3053,Olathe,10
3054,Medway,10
3055,Hamilton Square,10
3056,Cool,10
3057,Plantersville,10
3058,Van Alstyne,10
3059,Franktown,10
3060,McClellan Park,10
3061,Narragansett,10
3062,Miamisburg,10
3063,South Hill,10
3064,Ithaca,10
3065,Rodeo,10
3066,Everman,10
3067,Virginia Beach,10
3068,Rockaway Beach,10
3069,Trafford,10
3070,Siloam Springs,10
3071,Black Canyon City,10
3072,Boca Grande,10
3073,Beale AFB,10
3074,Hernando,10
3075,Bristow,10
3076,Blandon,10
3077,Giddings,10
3078,Plainville,10
3079,Romeo,10
3080,Isleton,10
3081,Big Lake,10
3082,Blue Springs,10
3083,Limerick,10
3084,Sevierville,10
3085,Jamesport,10
3086,Wenonah,10
3087,Almont,10
3088,Van Buren Charter Township,10
3089,Granger,10
3090,Allyn,10
3091,Corvallis,10
3092,East Bethel,10
3093,Balcones Heights,10
3094,Peotone,10
3095,Blue Jay,10
3096,Pontoon Beach,10
3097,Ford City,10
3098,Wyndmoor,10
3099,Rockland,10
3100,Lake Hamilton,10
3101,Weimar,10
3102,Malverne,10
3103,Lennox,10
3104,Osteen,10
3105,Sunset Beach,10
3106,Port Lavaca,10
3107,Trappe,10
3108,Natalia,10
3109,Paradise Valley,10
3110,Needham Heights,10
3111,Leetsdale,10
3112,Temperance,10
3113,Bessemer City,10
3114,Bardonia,10
3115,Atascosa,10
3116,Walnut Grove,10
3117,Bertram,10
3118,West Harrison,10
3119,Orland Hills,10
3120,Dale,10
3121,Eaton,10
3122,Macon,10
3123,Ocean Township,10
3124,Niceville,10
3125,Cherryvale,9
3126,North Haledon,9
3127,Township of Washington,9
3128,Warrenton,9
3129,Banner Elk,9
3130,Mine Hill Township,9
3131,Ponder,9
3132,Port Reading,9
3133,Andalusia,9
3134,Spanish Fork,9
3135,Peyton,9
3136,Spring Park,9
3137,Buchanan,9
3138,Palos Verdes Estates,9
3139,Healdsburg,9
3140,Los Banos,9
3141,Gales Ferry,9
3142,Capistrano Beach,9
3143,Cascade Locks,9
3144,Morganville,9
3145,Laurelton,9
3146,Preston,9
3147,Topeka,9
3148,Playa Vista,9
3149,Hico,9
3150,Newfield,9
3151,Glenmoore,9
3152,Pine Grove,9
3153,Topanga,9
3154,Gilberts,9
3155,Foresthill,9
3156,South Bay,9
3157,Afton,9
3158,St Francis,9
3159,Walnut Park,9
3160,South Setauket,9
3161,Newland,9
3162,Yoakum,9
3163,Harrison City,9
3164,Batesville,9
3165,Nantucket,9
3166,Alamo Heights,9
3167,Bedford Park,9
3168,Wells,9
3169,Shepherdstown,9
3170,Daytona Beach Shores,9
3171,Hagerstown,9
3172,Loxahatchee Groves,9
3173,Cromwell,9
3174,Clarksboro,9
3175,Bayonet Point,9
3176,Beacon,9
3177,Baldwin Place,9
3178,Plum,9
3179,Pollock Pines,9
3180,Chatham Township,9
3181,Torrington,9
3182,Scott AFB,9
3183,Mountain Lakes,9
3184,Sherman,9
3185,Belcamp,9
3186,Deep River,9
3187,Jacksboro,9
3188,East Walpole,9
3189,Somers Point,9
3190,Claysville,9
3191,El Dorado,9
3192,Marblehead,9
3193,Upper Arlington,9
3194,Fall City,9
3195,Porterdale,9
3196,Cohoes,9
3197,Rocky River,9
3198,Felton,9
3199,Colmar Manor,9
3200,Newton Highlands,9
3201,Thomasville,9
3202,Holladay,9
3203,Buena,9
3204,Toms River,9
3205,Murray,9
3206,Towaco,9
3207,Port Neches,9
3208,Pioneer,9
3209,Jerome,9
3210,Crownsville,9
3211,Chapel Hill,9
3212,Scotts Valley,9
3213,Glyndon,9
3214,Mercerville,9
3215,Leonard,9
3216,Pawhuska,9
3217,Paradise,9
3218,Huntingtown,9
3219,Barnhart,9
3220,Wanaque,9
3221,Manalapan Township,9
3222,Aspen Hill,9
3223,Beecher,8
3224,Falmouth,8
3225,Massillon,8
3226,Barberton,8
3227,Sound Beach,8
3228,Ira Township,8
3229,Earth City,8
3230,Fieldsboro,8
3231,Manitou Springs,8
3232,Foley,8
3233,Kingstowne,8
3234,North New Hyde Park,8
3235,Pauma Valley,8
3236,Brisbane,8
3237,Blawnox,8
3238,Ellsworth,8
3239,Newtonville,8
3240,Williamsburg,8
3241,El Lago,8
3242,Independence Charter Township,8
3243,Penfield,8
3244,Crum Lynne,8
3245,Cecil,8
3246,New Market,8
3247,Pinetop,8
3248,Williams,8
3249,Milliken,8
3250,Fishkill,8
3251,Government Camp,8
3252,Berwyn Heights,8
3253,Warrendale,8
3254,Lemont Furnace,8
3255,Rocky Hill,8
3256,Davisburg,8
3257,Dingmans Ferry,8
3258,Queenstown,8
3259,Orleans,8
3260,Caney,8
3261,Hollywood Park,8
3262,Hadley,8
3263,Zolfo Springs,8
3264,Iron Station,8
3265,South Jordan,8
3266,Catoosa,8
3267,Cambria Heights,8
3268,Grindstone,8
3269,Glenmont,8
3270,Pine Island,8
3271,Sonoita,8
3272,Chester Township,8
3273,Marlboro Township,8
3274,Grasonville,8
3275,Burnham,8
3276,Blasdell,8
3277,Gibbsboro,8
3278,Trabuco Canyon,8
3279,Italy,8
3280,South Salem,8
3281,Hopewell Junction,8
3282,Fairfax Station,8
3283,Centerbrook,8
3284,Brush Prairie,8
3285,Mt Healthy,8
3286,Elizabeth City,8
3287,Shepherd,8
3288,Cheverly,8
3289,Palmer Lake,8
3290,Grand Canyon Village,8
3291,Black Hawk,8
3292,Sandwich,8
3293,La Vergne,8
3294,Annapolis Junction,8
3295,Neosho,8
3296,Aspinwall,8
3297,Haverford,8
3298,Davidsonville,8
3299,South Portland,8
3300,Moriches,8
3301,Nuevo,8
3302,Eastampton Township,8
3303,Ventnor City,8
3304,West,8
3305,Humboldt,8
3306,Monkton,8
3307,Palestine,8
3308,Orchard Park,8
3309,Myrtle Beach,8
3310,Braddock,8
3311,Midway City,8
3312,Shrub Oak,7
3313,McAllen,7
3314,Camano,7
3315,Ijamsville,7
3316,Braidwood,7
3317,Aldie,7
3318,Ben Lomond,7
3319,Port Canaveral,7
3320,Rancho Murieta,7
3321,Astor,7
3322,Hughesville,7
3323,Lake View Terrace,7
3324,Oakville,7
3325,Leawood,7
3326,Corcoran,7
3327,Rimforest,7
3328,Chesterton,7
3329,Water Mill,7
3330,Cutchogue,7
3331,East Norwich,7
3332,Poth,7
3333,Millcreek,7
3334,Garden City South,7
3335,Scranton,7
3336,North Weymouth,7
3337,Southbury,7
3338,Borrego Springs,7
3339,Altoona,7
3340,Tubac,7
3341,Los Osos,7
3342,Churchton,7
3343,Port Ludlow,7
3344,Round Lake Beach,7
3345,Cayucos,7
3346,Statesville,7
3347,Westchase,7
3348,Wallis,7
3349,North Reading,7
3350,Island Lake,7
3351,Newfoundland,7
3352,Glenelg,7
3353,Cherry Valley,7
3354,Enterprise,7
3355,Delmar,7
3356,East McKeesport,7
3357,Washington Crossing,7
3358,Shelter Island,7
3359,Perkiomenville,7
3360,Portola Valley,7
3361,Lemoyne,7
3362,Twin Peaks,7
3363,Fairplay,7
3364,West Sayville,7
3365,Tonto Basin,7
3366,Stephenville,7
3367,New Freedom,7
3368,Manchaca,7
3369,Sedan,7
3370,Ronks,7
3371,Carneys Point Township,7
3372,Twentynine Palms,7
3373,Laurel Springs,7
3374,St Hedwig,7
3375,Chelmsford,7
3376,Robbinsville Twp,7
3377,Perryville,7
3378,Lake Balboa,7
3379,Carmichaels,7
3380,Hernando Beach,7
3381,Indian Shores,7
3382,Tuckerton,7
3383,West Homestead,7
3384,Spencer,7
3385,Shoreham,7
3386,Leeds,7
3387,Cochranville,7
3388,Joint Base Andrews,7
3389,Pleasant Grove,7
3390,Murphys,7
3391,Wichita Falls,7
3392,Point Lookout,7
3393,Tavernier,7
3394,Triangle,7
3395,North Fort Myers,7
3396,Discovery Bay,7
3397,Topton,7
3398,Siesta Key,7
3399,Martinsburg,7
3400,Macungie,7
3401,Union Beach,7
3402,Leola,7
3403,Dravosburg,7
3404,Hilltop,7
3405,Center Valley,7
3406,Brigantine,7
3407,Springville,7
3408,Toughkenamon,7
3409,Quilcene,7
3410,Bayville,7
3411,Tombstone,7
3412,Shady Side,7
3413,Freedom,7
3414,Byron,7
3415,North Kingstown,7
3416,Zieglerville,7
3417,Rome,7
3418,Woodcliff Lake,7
3419,Gettysburg,7
3420,Atlantis,7
3421,Steilacoom,6
3422,Donora,6
3423,Quartz Hill,6
3424,Sulphur,6
3425,Asheville,6
3426,Sparks Glencoe,6
3427,Falcon Heights,6
3428,Bonham,6
3429,Parkton,6
3430,Marine on St Croix,6
3431,Campo,6
3432,Anaheim Hills,6
3433,Surfside Beach,6
3434,Mineral Wells,6
3435,San Manuel,6
3436,Woodville,6
3437,Bossier City,6
3438,Buckingham,6
3439,Hulmeville,6
3440,Landis,6
3441,Cranbury Township,6
3442,Maple Plain,6
3443,Van Vleck,6
3444,Ravena,6
3445,Platteville,6
3446,Tuxedo Park,6
3447,Jamestown,6
3448,Murfreesboro,6
3449,Upper Montclair,6
3450,Zelienople,6
3451,Millwood,6
3452,Twinsburg,6
3453,Cheltenham,6
3454,Delanco,6
3455,River Vale,6
3456,South Yarmouth,6
3457,Middleton,6
3458,Blissfield,6
3459,New Eagle,6
3460,Rhododendron,6
3461,Beasley,6
3462,Chimacum,6
3463,Penn Valley,6
3464,Fort Bragg,6
3465,Belle Mead,6
3466,Kimberton,6
3467,Wilmington Manor,6
3468,Kettering,6
3469,North Salem,6
3470,Highland Falls,6
3471,Douglaston,6
3472,New River,6
3473,Heber,6
3474,Camp Verde,6
3475,Watkins,6
3476,Mulino,6
3477,Grayslake,6
3478,Longboat Key,6
3479,New Cumberland,6
3480,Franconia,6
3481,Wellesley Hills,6
3482,St Louis,6
3483,Malabar,6
3484,Cream Ridge,6
3485,Ligonier,6
3486,North Stonington,6
3487,Dixmoor,6
3488,Waelder,6
3489,Bourbonnais,6
3490,Wittmann,6
3491,Maypearl,6
3492,Ottsville,6
3493,Angels Camp,6
3494,Stockholm,6
3495,Brightwaters,6
3496,Willamina,6
3497,North Merrick,6
3498,Matlacha,6
3499,Leicester,6
3500,Lacoste,6
3501,Ball Ground,6
3502,Yaphank,6
3503,Sparkill,6
3504,Russellton,6
3505,Sugar Grove,6
3506,Perry,6
3507,Little Silver,6
3508,Holly Springs,6
3509,Lower Gwynedd Township,6
3510,Stayton,6
3511,Saltsburg,6
3512,Bokeelia,6
3513,Quarryville,6
3514,Old Bethpage,6
3515,Edgemere,6
3516,Taneytown,6
3517,Cresson,6
3518,Glasgow,6
3519,McCook,6
3520,Foxfield,6
3521,Monmouth Beach,6
3522,Draper,6
3523,North Redington Beach,6
3524,Chappell Hill,6
3525,La Crosse,6
3526,Kankakee,6
3527,Ashton,6
3528,Furlong,6
3529,Loretto,6
3530,Watervliet,6
3531,Orrville,6
3532,West Point,6
3533,Marriottsville,6
3534,Simpsonville,6
3535,Homosassa Springs,6
3536,Charles Town,6
3537,Purchase,6
3538,Willow Street,6
3539,Soquel,6
3540,Red Rock,6
3541,Pinon Hills,6
3542,Riverwoods,6
3543,Erdenheim,6
3544,Avenal,6
3545,Faribault,6
3546,Seymour,6
3547,Whitman,6
3548,Maysville,6
3549,Kings Beach,6
3550,Bridge City,6
3551,Gaston,6
3552,Edinburg,6
3553,Greater Northdale,6
3554,Ledyard,6
3555,Pittsfield,6
3556,Rosemary Beach,6
3557,Meadow Vista,6
3558,Stickney,6
3559,Lenox,6
3560,Nokomis,6
3561,Sacaton,6
3562,Acampo,6
3563,Eagle,6
3564,King City,6
3565,Heidelberg,6
3566,Bassett,6
3567,Scandia,6
3568,Skillman,6
3569,Arcola,6
3570,Leesport,6
3571,Vincentown,6
3572,Silver Springs,6
3573,Santa Ysabel,6
3574,Virginia Gardens,6
3575,Masaryktown,6
3576,Grand Blanc Twp,5
3577,Glen Allen,5
3578,Cedar Glen,5
3579,Cabazon,5
3580,Secane,5
3581,Newburg,5
3582,Fort Bliss,5
3583,Shamong,5
3584,Rio Verde,5
3585,Westhampton,5
3586,Aquebogue,5
3587,Colerain Township,5
3588,Bally,5
3589,Ovilla,5
3590,Carneys Point,5
3591,Ida,5
3592,Taylors Falls,5
3593,Wauwatosa,5
3594,Briarwood,5
3595,Palm Coast,5
3596,South Lake Tahoe,5
3597,Rio Rancho,5
3598,Steamboat Springs,5
3599,Adamstown,5
3600,Daphne,5
3601,Stevens,5
3602,Olympia Heights,5
3603,Hometown,5
3604,Cookstown,5
3605,Port Hueneme,5
3606,Bellerose,5
3607,Menasha,5
3608,Lucas,5
3609,Rusk,5
3610,Haymarket,5
3611,Valley Grove,5
3612,North Chicago,5
3613,Mountain Brook,5
3614,Star Prairie,5
3615,Crockett,5
3616,Groves,5
3617,Osprey,5
3618,Pearblossom,5
3619,Primos,5
3620,East Pittsburgh,5
3621,Goulds,5
3622,Safford,5
3623,Lincoln City,5
3624,Mauldin,5
3625,Glen Ridge,5
3626,Thorofare,5
3627,De Pere,5
3628,Cold Spring Harbor,5
3629,Woolwich Township,5
3630,Sioux Falls,5
3631,Uvalde,5
3632,Copperopolis,5
3633,Green Lane,5
3634,Lake Tapps,5
3635,Tiburon,5
3636,Rockaway Township,5
3637,Great Barrington,5
3638,Owensville,5
3639,Goldens Bridge,5
3640,Buena Ventura Lakes,5
3641,Milledgeville,5
3642,Stinson Beach,5
3643,Ford Heights,5
3644,Jackson Township,5
3645,Willernie,5
3646,Jeffersonville,5
3647,Dahlgren,5
3648,Franklin Township,5
3649,Heathrow,5
3650,North Bonneville,5
3651,Dundee Township,5
3652,Jamaica Beach,5
3653,Sudbury,5
3654,Cortez,5
3655,East Newark,5
3656,Fair Oaks Ranch,5
3657,Churchville,5
3658,Fredericktown,5
3659,Del Rio,5
3660,Star Valley,5
3661,Rosslyn,5
3662,Hellertown,5
3663,Sunderland,5
3664,La Center,5
3665,Milbridge,5
3666,Cotulla,5
3667,Byrnes Mill,5
3668,Melissa,5
3669,Rostraver Township,5
3670,Adelanto,5
3671,Yamhill,5
3672,Waterford Works,5
3673,National Park,5
3674,Wrentham,5
3675,Nixon,5
3676,Tallman,5
3677,Rainier,5
3678,Pilot Point,5
3679,Lewes,5
3680,Wethersfield,5
3681,Hill Country Village,5
3682,Pharr,5
3683,Hallettsville,5
3684,Ault,5
3685,Tallmadge,5
3686,Neenah,5
3687,Center City,5
3688,Wellsburg,5
3689,Margate City,5
3690,Pevely,5
3691,Mehlville,5
3692,Red Hill,5
3693,Little Rock,5
3694,East Wenatchee,5
3695,Southern Pines,5
3696,White Salmon,5
3697,Pacific Grove,5
3698,La Salle,5
3699,Prairie View,5
3700,Highland Mills,5
3701,Oologah,5
3702,American Fork,5
3703,Port Bolivar,5
3704,St Bonifacius,5
3705,Blanco,5
3706,Spanish Fort,5
3707,Sharon,5
3708,Forest City,5
3709,Round Top,5
3710,March Air Reserve Base,5
3711,South Farmingdale,5
3712,Williamston,5
3713,Fort Myers Beach,5
3714,Attleboro,5
3715,Woodway,5
3716,Creedmoor,5
3717,Cheviot,5
3718,Shreveport,5
3719,Los Ranchos De Albuquerque,5
3720,Kingsville,5
3721,Miamitown,5
3722,Beavercreek,5
3723,Talleyville,5
3724,Tillamook,5
3725,Forest Heights,5
3726,Harahan,5
3727,Chuluota,5
3728,Barto,5
3729,Algona,5
3730,Bradley,5
3731,National Harbor,5
3732,Cliffwood,5
3733,Cathlamet,5
3734,Tierra Verde,5
3735,Sumterville,5
3736,Limerick Township,5
3737,Truckee,5
3738,West Windsor Township,5
3739,West Collingswood Heights,5
3740,Peapack,5
3741,Cuero,5
3742,Granite Quarry,5
3743,Isanti,5
3744,Fort Sam Houston,5
3745,Navarre,5
3746,Sapulpa,5
3747,Valley Glen,5
3748,Sherrills Ford,5
3749,Wintersville,5
3750,Youngstown,5
3751,Aldan,5
3752,Hunker,5
3753,North Ridgeville,5
3754,Trooper,5
3755,Congress,5
3756,Fort Smith,5
3757,Haworth,5
3758,Millington,4
3759,Highland Lakes,4
3760,Line Lexington,4
3761,Ingram,4
3762,Rockingham,4
3763,Brookville,4
3764,Sparks,4
3765,Cottage Hills,4
3766,Idyllwild,4
3767,Follansbee,4
3768,Darnestown,4
3769,Centerport,4
3770,North Fork,4
3771,Mt Royal,4
3772,Unionville,4
3773,Pembroke,4
3774,Kiryas Joel,4
3775,Etiwanda,4
3776,Lemay,4
3777,Belvedere Tiburon,4
3778,Placida,4
3779,Ash Fork,4
3780,Aguanga,4
3781,Blue Ridge,4
3782,Stone Ridge,4
3783,Muscoy,4
3784,Harper,4
3785,Gatlinburg,4
3786,North College Hill,4
3787,Yakima,4
3788,Ganado,4
3789,Central City,4
3790,North Canton,4
3791,Forest,4
3792,Sandusky,4
3793,Croton Falls,4
3794,North Apollo,4
3795,Greater Upper Marlboro,4
3796,Palisades,4
3797,Maybee,4
3798,North Quincy,4
3799,Billings,4
3800,Normal,4
3801,Frenchtown,4
3802,Chesilhurst,4
3803,Palos Verdes Peninsula,4
3804,Mount Oliver,4
3805,Pawleys Island,4
3806,South Roxana,4
3807,Dickson City,4
3808,Red Bud,4
3809,Patagonia,4
3810,Cottonwood Heights,4
3811,Latham,4
3812,Walnut Springs,4
3813,Kenansville,4
3814,Coventry,4
3815,Dunn Loring,4
3816,Washington Township,4
3817,Montross,4
3818,Old Agoura,4
3819,Falls City,4
3820,Driftwood,4
3821,Trexlertown,4
3822,Macomb Township,4
3823,Saco,4
3824,Lotus,4
3825,East Liberty,4
3826,Paisley,4
3827,Medford Lakes,4
3828,Shaver Lake,4
3829,Byers,4
3830,Berlin Township,4
3831,Yarmouth,4
3832,Lake Helen,4
3833,Cabot,4
3834,Robbins,4
3835,Sauget,4
3836,Ponce Inlet,4
3837,Rockmart,4
3838,Granby,4
3839,Round Lake,4
3840,Myakka City,4
3841,Upper Saddle River,4
